country,year,variable,value,GEO_WB,GEO3
AD,1998,mpweal,9878063104,,
AD,1999,mpweal,10850051072,,
AD,2000,mpweal,10831000576,,
AD,2001,mpweal,11493192704,,
AD,2002,mpweal,11782227968,,
AD,2003,mpweal,12851617792,,
AD,2004,mpweal,14126409728,,
AD,2005,mpweal,15468947456,,
AD,2006,mpweal,16570205184,,
AD,2007,mpweal,17139817472,,
AD,2008,mpweal,16307540992,,
AD,2009,mpweal,15727909888,,
AD,2010,mpweal,14544168960,,
AD,2011,mpweal,14623199232,,
AD,2012,mpweal,14195247104,,
AD,2013,mpweal,13704459264,,
AD,2014,mpweal,14120988672,,
AD,2015,mpweal,14711710720,,
AD,2016,mpweal,15418228736,,
AD,2017,mpweal,15780875264,,
AD,2018,mpweal,15992930304,,
AD,2019,mpweal,17789622272,,
AD,2020,mpweal,18082136064,,
AD,2021,mpweal,17959919616,,
AD,2022,mpweal,18340993024,,
AD,2023,mpweal,18168279040,,
AD,2024,mpweal,18961219584,,
AD,1970,nomgdp,41923324,,
AD,1971,nomgdp,47316004,,
AD,1972,nomgdp,55525024,,
AD,1973,nomgdp,66942572,,
AD,1974,nomgdp,81970824,,
AD,1975,nomgdp,96240968,,
AD,1976,nomgdp,115822752,,
AD,1977,nomgdp,146990240,,
AD,1978,nomgdp,179940096,,
AD,1979,nomgdp,210506368,,
AD,1980,nomgdp,243925408,,
AD,1981,nomgdp,273702624,,
AD,1982,nomgdp,314791616,,
AD,1983,nomgdp,358414112,,
AD,1984,nomgdp,404446816,,
AD,1985,nomgdp,449382816,,
AD,1986,nomgdp,514374720,,
AD,1987,nomgdp,575141376,,
AD,1988,nomgdp,640333952,,
AD,1989,nomgdp,717544640,,
AD,1990,nomgdp,799198528,,
AD,1991,nomgdp,876443712,,
AD,1992,nomgdp,944028480,,
AD,1993,nomgdp,976803328,,
AD,1994,nomgdp,1038850240,,
AD,1995,nomgdp,1120136448,,
AD,1996,nomgdp,1183127424,,
AD,1997,nomgdp,1320281600,,
AD,1998,nomgdp,1383255936,,
AD,1999,nomgdp,1479568768,,
AD,2000,nomgdp,1558491648,,
AD,2001,nomgdp,1735975936,,
AD,2002,nomgdp,1873788800,,
AD,2003,nomgdp,2101073664,,
AD,2004,nomgdp,2341330176,,
AD,2005,nomgdp,2550431232,,
AD,2006,nomgdp,2763764224,,
AD,2007,nomgdp,2895866624,,
AD,2008,nomgdp,2796775680,,
AD,2009,nomgdp,2650070272,,
AD,2010,nomgdp,2604875008,,
AD,2011,nomgdp,2603994112,,
AD,2012,nomgdp,2483544064,,
AD,2013,nomgdp,2403729920,,
AD,2014,nomgdp,2459932160,,
AD,2015,nomgdp,2510849280,,
AD,2016,nomgdp,2615437568,,
AD,2017,nomgdp,2649999360,,
AD,2018,nomgdp,2720144384,,
AD,2019,nomgdp,2810395392,,
AD,2020,nomgdp,2519605248,,
AD,2021,nomgdp,2791112704,,
AD,2022,nomgdp,3171525888,,
AD,2023,nomgdp,3500579584,,
AD,2024,nomgdp,3731553792,,
AD,1970,nomnni,36045544,,
AD,1971,nomnni,40300256,,
AD,1972,nomnni,47474596,,
AD,1973,nomnni,57276124,,
AD,1974,nomnni,70549584,,
AD,1975,nomnni,83231272,,
AD,1976,nomnni,101716640,,
AD,1977,nomnni,129610672,,
AD,1978,nomnni,150321792,,
AD,1979,nomnni,176429872,,
AD,1980,nomnni,208876928,,
AD,1981,nomnni,238442352,,
AD,1982,nomnni,279349664,,
AD,1983,nomnni,328013248,,
AD,1984,nomnni,395185440,,
AD,1985,nomnni,433484128,,
AD,1986,nomnni,491480640,,
AD,1987,nomnni,542234752,,
AD,1988,nomnni,610603456,,
AD,1989,nomnni,683663936,,
AD,1990,nomnni,767294144,,
AD,1991,nomnni,879090240,,
AD,1992,nomnni,968771712,,
AD,1993,nomnni,1047407424,,
AD,1994,nomnni,1140810752,,
AD,1995,nomnni,1178922112,,
AD,1996,nomnni,1261374080,,
AD,1997,nomnni,1425813632,,
AD,1998,nomnni,1448879232,,
AD,1999,nomnni,1566950528,,
AD,2000,nomnni,1599013120,,
AD,2001,nomnni,1738444032,,
AD,2002,nomnni,1821404544,,
AD,2003,nomnni,1989253376,,
AD,2004,nomnni,2163789824,,
AD,2005,nomnni,2331058176,,
AD,2006,nomnni,2499142656,,
AD,2007,nomnni,2622416640,,
AD,2008,nomnni,2561280512,,
AD,2009,nomnni,2410651136,,
AD,2010,nomnni,2260481536,,
AD,2011,nomnni,2288737536,,
AD,2012,nomnni,2197935616,,
AD,2013,nomnni,2113129856,,
AD,2014,nomnni,2133007872,,
AD,2015,nomnni,2193980928,,
AD,2016,nomnni,2266839040,,
AD,2017,nomnni,2319470080,,
AD,2018,nomnni,2373703424,,
AD,2019,nomnni,2637207552,,
AD,2020,nomnni,2402850048,,
AD,2021,nomnni,2533562880,,
AD,2022,nomnni,2805467136,,
AD,2023,nomnni,3066438144,,
AD,2024,nomnni,3300810240,,
AD,1800,npopul,2441,,
AD,1801,npopul,2441,,
AD,1802,npopul,2441,,
AD,1803,npopul,2441,,
AD,1804,npopul,2441,,
AD,1805,npopul,2441,,
AD,1806,npopul,2441,,
AD,1807,npopul,2441,,
AD,1808,npopul,2441,,
AD,1809,npopul,2441,,
AD,1810,npopul,2441,,
AD,1811,npopul,2441,,
AD,1812,npopul,2441,,
AD,1813,npopul,2441,,
AD,1814,npopul,2441,,
AD,1815,npopul,2441,,
AD,1816,npopul,2476,,
AD,1817,npopul,2511,,
AD,1818,npopul,2546,,
AD,1819,npopul,2581,,
AD,1820,npopul,2650,,
AD,1821,npopul,2685,,
AD,1822,npopul,2720,,
AD,1823,npopul,2755,,
AD,1824,npopul,2790,,
AD,1825,npopul,2825,,
AD,1826,npopul,2860,,
AD,1827,npopul,2894,,
AD,1828,npopul,2894,,
AD,1829,npopul,2929,,
AD,1830,npopul,2929,,
AD,1831,npopul,2964,,
AD,1832,npopul,2964,,
AD,1833,npopul,2964,,
AD,1834,npopul,2999,,
AD,1835,npopul,2964,,
AD,1836,npopul,2999,,
AD,1837,npopul,3034,,
AD,1838,npopul,3034,,
AD,1839,npopul,3034,,
AD,1840,npopul,3034,,
AD,1841,npopul,3034,,
AD,1842,npopul,3069,,
AD,1843,npopul,3104,,
AD,1844,npopul,3173,,
AD,1845,npopul,3173,,
AD,1846,npopul,3243,,
AD,1847,npopul,3278,,
AD,1848,npopul,3313,,
AD,1849,npopul,3348,,
AD,1850,npopul,3389,,
AD,1851,npopul,3414,,
AD,1852,npopul,3439,,
AD,1853,npopul,3464,,
AD,1854,npopul,3490,,
AD,1855,npopul,3486,,
AD,1856,npopul,3508,,
AD,1857,npopul,3551,,
AD,1858,npopul,3561,,
AD,1859,npopul,3572,,
AD,1860,npopul,3588,,
AD,1861,npopul,3618,,
AD,1862,npopul,3651,,
AD,1863,npopul,3677,,
AD,1864,npopul,3696,,
AD,1865,npopul,3708,,
AD,1866,npopul,3724,,
AD,1867,npopul,3745,,
AD,1868,npopul,3754,,
AD,1869,npopul,3751,,
AD,1870,npopul,3755,,
AD,1871,npopul,3764,,
AD,1872,npopul,3774,,
AD,1873,npopul,3783,,
AD,1874,npopul,3790,,
AD,1875,npopul,3799,,
AD,1876,npopul,3807,,
AD,1877,npopul,3821,,
AD,1878,npopul,3843,,
AD,1879,npopul,3870,,
AD,1880,npopul,3897,,
AD,1881,npopul,3926,,
AD,1882,npopul,3951,,
AD,1883,npopul,3965,,
AD,1884,npopul,3982,,
AD,1885,npopul,3990,,
AD,1886,npopul,4003,,
AD,1887,npopul,4023,,
AD,1888,npopul,4034,,
AD,1889,npopul,4040,,
AD,1890,npopul,4040,,
AD,1891,npopul,4045,,
AD,1892,npopul,4056,,
AD,1893,npopul,4070,,
AD,1894,npopul,4084,,
AD,1895,npopul,4099,,
AD,1896,npopul,4120,,
AD,1897,npopul,4151,,
AD,1898,npopul,4193,,
AD,1899,npopul,4235,,
AD,1900,npopul,4268,,
AD,1901,npopul,4297,,
AD,1902,npopul,4337,,
AD,1903,npopul,4385,,
AD,1904,npopul,4426,,
AD,1905,npopul,4452,,
AD,1906,npopul,4472,,
AD,1907,npopul,4496,,
AD,1908,npopul,4523,,
AD,1909,npopul,4552,,
AD,1910,npopul,4580,,
AD,1911,npopul,4602,,
AD,1912,npopul,4626,,
AD,1913,npopul,4655,,
AD,1914,npopul,4702,,
AD,1915,npopul,4765,,
AD,1916,npopul,4819,,
AD,1917,npopul,4858,,
AD,1918,npopul,4868,,
AD,1919,npopul,4878,,
AD,1920,npopul,4906,,
AD,1921,npopul,4946,,
AD,1922,npopul,4997,,
AD,1923,npopul,5038,,
AD,1924,npopul,5076,,
AD,1925,npopul,5120,,
AD,1926,npopul,5174,,
AD,1927,npopul,5232,,
AD,1928,npopul,5290,,
AD,1929,npopul,5347,,
AD,1930,npopul,5417,,
AD,1931,npopul,5505,,
AD,1932,npopul,5599,,
AD,1933,npopul,5694,,
AD,1934,npopul,5783,,
AD,1935,npopul,5867,,
AD,1936,npopul,5943,,
AD,1937,npopul,5983,,
AD,1938,npopul,6000,,
AD,1939,npopul,6000,,
AD,1940,npopul,5999,,
AD,1941,npopul,5999,,
AD,1942,npopul,5999,,
AD,1943,npopul,5998,,
AD,1944,npopul,5998,,
AD,1945,npopul,5998,,
AD,1946,npopul,5997,,
AD,1947,npopul,5997,,
AD,1948,npopul,5997,,
AD,1949,npopul,5996,,
AD,1950,npopul,5996,,
AD,1951,npopul,5819,,
AD,1952,npopul,5455,,
AD,1953,npopul,5323,,
AD,1954,npopul,5602,,
AD,1955,npopul,6165,,
AD,1956,npopul,6765,,
AD,1957,npopul,7399,,
AD,1958,npopul,8068,,
AD,1959,npopul,8771,,
AD,1960,npopul,9510,,
AD,1961,npopul,10283,,
AD,1962,npopul,11086,,
AD,1963,npopul,11915,,
AD,1964,npopul,12764,,
AD,1965,npopul,13634,,
AD,1966,npopul,14626,,
AD,1967,npopul,15837,,
AD,1968,npopul,17176,,
AD,1969,npopul,18555,,
AD,1970,npopul,19977,,
AD,1971,npopul,21442,,
AD,1972,npopul,22957,,
AD,1973,npopul,24523,,
AD,1974,npopul,26130,,
AD,1975,npopul,27773,,
AD,1976,npopul,29436,,
AD,1977,npopul,31097,,
AD,1978,npopul,32735,,
AD,1979,npopul,34306,,
AD,1980,npopul,35782,,
AD,1981,npopul,37169,,
AD,1982,npopul,38764,,
AD,1983,npopul,40565,,
AD,1984,npopul,42273,,
AD,1985,npopul,43825,,
AD,1986,npopul,45734,,
AD,1987,npopul,47653,,
AD,1988,npopul,49416,,
AD,1989,npopul,50620,,
AD,1990,npopul,52597,,
AD,1991,npopul,56667,,
AD,1992,npopul,60200,,
AD,1993,npopul,63272,,
AD,1994,npopul,64612,,
AD,1995,npopul,63912,,
AD,1996,npopul,63984,,
AD,1997,npopul,64700,,
AD,1998,npopul,65382,,
AD,1999,npopul,65710,,
AD,2000,npopul,65685,,
AD,2001,npopul,65852,,
AD,2002,npopul,66506,,
AD,2003,npopul,69486,,
AD,2004,npopul,74325,,
AD,2005,npopul,77421,,
AD,2006,npopul,79585,,
AD,2007,npopul,81877,,
AD,2008,npopul,83495,,
AD,2009,npopul,83888,,
AD,2010,npopul,80706,,
AD,2011,npopul,77783,,
AD,2012,npopul,76834,,
AD,2013,npopul,75194,,
AD,2014,npopul,73737,,
AD,2015,npopul,72174,,
AD,2016,npopul,72181,,
AD,2017,npopul,73763,,
AD,2018,npopul,75162,,
AD,2019,npopul,76474,,
AD,2020,npopul,77380,,
AD,2021,npopul,78364,,
AD,2022,npopul,79705,,
AD,2023,npopul,80856,,
AD,2024,npopul,81938,,
AD,1800,npopul_adu,1677,,
AD,1801,npopul_adu,1677,,
AD,1802,npopul_adu,1677,,
AD,1803,npopul_adu,1677,,
AD,1804,npopul_adu,1677,,
AD,1805,npopul_adu,1677,,
AD,1806,npopul_adu,1677,,
AD,1807,npopul_adu,1677,,
AD,1808,npopul_adu,1677,,
AD,1809,npopul_adu,1677,,
AD,1810,npopul_adu,1677,,
AD,1811,npopul_adu,1677,,
AD,1812,npopul_adu,1677,,
AD,1813,npopul_adu,1677,,
AD,1814,npopul_adu,1677,,
AD,1815,npopul_adu,1677,,
AD,1816,npopul_adu,1701,,
AD,1817,npopul_adu,1725,,
AD,1818,npopul_adu,1749,,
AD,1819,npopul_adu,1773,,
AD,1820,npopul_adu,1820,,
AD,1821,npopul_adu,1844,,
AD,1822,npopul_adu,1868,,
AD,1823,npopul_adu,1892,,
AD,1824,npopul_adu,1916,,
AD,1825,npopul_adu,1940,,
AD,1826,npopul_adu,1964,,
AD,1827,npopul_adu,1988,,
AD,1828,npopul_adu,1988,,
AD,1829,npopul_adu,2012,,
AD,1830,npopul_adu,2012,,
AD,1831,npopul_adu,2036,,
AD,1832,npopul_adu,2036,,
AD,1833,npopul_adu,2036,,
AD,1834,npopul_adu,2060,,
AD,1835,npopul_adu,2036,,
AD,1836,npopul_adu,2060,,
AD,1837,npopul_adu,2084,,
AD,1838,npopul_adu,2084,,
AD,1839,npopul_adu,2084,,
AD,1840,npopul_adu,2084,,
AD,1841,npopul_adu,2084,,
AD,1842,npopul_adu,2108,,
AD,1843,npopul_adu,2132,,
AD,1844,npopul_adu,2180,,
AD,1845,npopul_adu,2180,,
AD,1846,npopul_adu,2228,,
AD,1847,npopul_adu,2252,,
AD,1848,npopul_adu,2276,,
AD,1849,npopul_adu,2300,,
AD,1850,npopul_adu,2328,,
AD,1851,npopul_adu,2345,,
AD,1852,npopul_adu,2362,,
AD,1853,npopul_adu,2380,,
AD,1854,npopul_adu,2397,,
AD,1855,npopul_adu,2394,,
AD,1856,npopul_adu,2409,,
AD,1857,npopul_adu,2439,,
AD,1858,npopul_adu,2446,,
AD,1859,npopul_adu,2453,,
AD,1860,npopul_adu,2465,,
AD,1861,npopul_adu,2485,,
AD,1862,npopul_adu,2508,,
AD,1863,npopul_adu,2525,,
AD,1864,npopul_adu,2539,,
AD,1865,npopul_adu,2547,,
AD,1866,npopul_adu,2558,,
AD,1867,npopul_adu,2573,,
AD,1868,npopul_adu,2578,,
AD,1869,npopul_adu,2577,,
AD,1870,npopul_adu,2579,,
AD,1871,npopul_adu,2586,,
AD,1872,npopul_adu,2592,,
AD,1873,npopul_adu,2598,,
AD,1874,npopul_adu,2603,,
AD,1875,npopul_adu,2609,,
AD,1876,npopul_adu,2615,,
AD,1877,npopul_adu,2624,,
AD,1878,npopul_adu,2640,,
AD,1879,npopul_adu,2658,,
AD,1880,npopul_adu,2677,,
AD,1881,npopul_adu,2697,,
AD,1882,npopul_adu,2714,,
AD,1883,npopul_adu,2724,,
AD,1884,npopul_adu,2735,,
AD,1885,npopul_adu,2741,,
AD,1886,npopul_adu,2750,,
AD,1887,npopul_adu,2763,,
AD,1888,npopul_adu,2771,,
AD,1889,npopul_adu,2775,,
AD,1890,npopul_adu,2775,,
AD,1891,npopul_adu,2778,,
AD,1892,npopul_adu,2786,,
AD,1893,npopul_adu,2796,,
AD,1894,npopul_adu,2805,,
AD,1895,npopul_adu,2816,,
AD,1896,npopul_adu,2830,,
AD,1897,npopul_adu,2851,,
AD,1898,npopul_adu,2880,,
AD,1899,npopul_adu,2909,,
AD,1900,npopul_adu,2932,,
AD,1901,npopul_adu,2951,,
AD,1902,npopul_adu,2979,,
AD,1903,npopul_adu,3012,,
AD,1904,npopul_adu,3040,,
AD,1905,npopul_adu,3058,,
AD,1906,npopul_adu,3072,,
AD,1907,npopul_adu,3088,,
AD,1908,npopul_adu,3107,,
AD,1909,npopul_adu,3127,,
AD,1910,npopul_adu,3146,,
AD,1911,npopul_adu,3161,,
AD,1912,npopul_adu,3178,,
AD,1913,npopul_adu,3197,,
AD,1914,npopul_adu,3230,,
AD,1915,npopul_adu,3273,,
AD,1916,npopul_adu,3310,,
AD,1917,npopul_adu,3337,,
AD,1918,npopul_adu,3343,,
AD,1919,npopul_adu,3350,,
AD,1920,npopul_adu,3370,,
AD,1921,npopul_adu,3398,,
AD,1922,npopul_adu,3433,,
AD,1923,npopul_adu,3460,,
AD,1924,npopul_adu,3486,,
AD,1925,npopul_adu,3517,,
AD,1926,npopul_adu,3554,,
AD,1927,npopul_adu,3594,,
AD,1928,npopul_adu,3633,,
AD,1929,npopul_adu,3673,,
AD,1930,npopul_adu,3721,,
AD,1931,npopul_adu,3781,,
AD,1932,npopul_adu,3846,,
AD,1933,npopul_adu,3911,,
AD,1934,npopul_adu,3972,,
AD,1935,npopul_adu,4030,,
AD,1936,npopul_adu,4082,,
AD,1937,npopul_adu,4109,,
AD,1938,npopul_adu,4121,,
AD,1939,npopul_adu,4121,,
AD,1940,npopul_adu,4121,,
AD,1941,npopul_adu,4121,,
AD,1942,npopul_adu,4120,,
AD,1943,npopul_adu,4120,,
AD,1944,npopul_adu,4120,,
AD,1945,npopul_adu,4120,,
AD,1946,npopul_adu,4119,,
AD,1947,npopul_adu,4119,,
AD,1948,npopul_adu,4119,,
AD,1949,npopul_adu,4119,,
AD,1950,npopul_adu,4119,,
AD,1951,npopul_adu,4030,,
AD,1952,npopul_adu,3822,,
AD,1953,npopul_adu,3744,,
AD,1954,npopul_adu,3901,,
AD,1955,npopul_adu,4222,,
AD,1956,npopul_adu,4569,,
AD,1957,npopul_adu,4942,,
AD,1958,npopul_adu,5335,,
AD,1959,npopul_adu,5752,,
AD,1960,npopul_adu,6195,,
AD,1961,npopul_adu,6665,,
AD,1962,npopul_adu,7162,,
AD,1963,npopul_adu,7679,,
AD,1964,npopul_adu,8212,,
AD,1965,npopul_adu,8768,,
AD,1966,npopul_adu,9329,,
AD,1967,npopul_adu,9903,,
AD,1968,npopul_adu,10528,,
AD,1969,npopul_adu,11222,,
AD,1970,npopul_adu,11996,,
AD,1971,npopul_adu,12855,,
AD,1972,npopul_adu,13807,,
AD,1973,npopul_adu,14854,,
AD,1974,npopul_adu,15983,,
AD,1975,npopul_adu,17199,,
AD,1976,npopul_adu,18501,,
AD,1977,npopul_adu,19887,,
AD,1978,npopul_adu,21347,,
AD,1979,npopul_adu,22860,,
AD,1980,npopul_adu,24417,,
AD,1981,npopul_adu,25979,,
AD,1982,npopul_adu,27427,,
AD,1983,npopul_adu,28802,,
AD,1984,npopul_adu,30226,,
AD,1985,npopul_adu,31701,,
AD,1986,npopul_adu,33375,,
AD,1987,npopul_adu,34944,,
AD,1988,npopul_adu,36566,,
AD,1989,npopul_adu,37677,,
AD,1990,npopul_adu,39385,,
AD,1991,npopul_adu,42951,,
AD,1992,npopul_adu,46160,,
AD,1993,npopul_adu,49022,,
AD,1994,npopul_adu,50421,,
AD,1995,npopul_adu,50051,,
AD,1996,npopul_adu,50273,,
AD,1997,npopul_adu,51027,,
AD,1998,npopul_adu,51741,,
AD,1999,npopul_adu,52126,,
AD,2000,npopul_adu,52188,,
AD,2001,npopul_adu,52472,,
AD,2002,npopul_adu,53218,,
AD,2003,npopul_adu,55850,,
AD,2004,npopul_adu,59884,,
AD,2005,npopul_adu,62290,,
AD,2006,npopul_adu,64018,,
AD,2007,npopul_adu,65994,,
AD,2008,npopul_adu,67419,,
AD,2009,npopul_adu,67831,,
AD,2010,npopul_adu,64788,,
AD,2011,npopul_adu,61933,,
AD,2012,npopul_adu,61133,,
AD,2013,npopul_adu,59736,,
AD,2014,npopul_adu,58493,,
AD,2015,npopul_adu,57227,,
AD,2016,npopul_adu,57327,,
AD,2017,npopul_adu,58844,,
AD,2018,npopul_adu,60419,,
AD,2019,npopul_adu,61940,,
AD,2020,npopul_adu,62970,,
AD,2021,npopul_adu,64079,,
AD,2022,npopul_adu,65500,,
AD,2023,npopul_adu,66704,,
AD,2024,npopul_adu,67837,,
AD,1970,xlceup,.2397826761007309,,
AD,1971,xlceup,.2406814992427826,,
AD,1972,xlceup,.2479409426450729,,
AD,1973,xlceup,.2599754631519318,,
AD,1974,xlceup,.2788012027740479,,
AD,1975,xlceup,.2987781167030334,,
AD,1976,xlceup,.3264215886592865,,
AD,1977,xlceup,.3779927790164948,,
AD,1978,xlceup,.4280256628990173,,
AD,1979,xlceup,.4675559103488922,,
AD,1980,xlceup,.4893524348735809,,
AD,1981,xlceup,.5086297392845154,,
AD,1982,xlceup,.5336193442344666,,
AD,1983,xlceup,.560671865940094,,
AD,1984,xlceup,.5919235944747925,,
AD,1985,xlceup,.616798460483551,,
AD,1986,xlceup,.6552736759185791,,
AD,1987,xlceup,.6793268322944641,,
AD,1988,xlceup,.6982017159461975,,
AD,1989,xlceup,.719649076461792,,
AD,1990,xlceup,.7401183843612671,,
AD,1991,xlceup,.7604559659957886,,
AD,1992,xlceup,.7787225842475891,,
AD,1993,xlceup,.788996696472168,,
AD,1994,xlceup,.8021736145019531,,
AD,1995,xlceup,.8215710520744324,,
AD,1996,xlceup,.8298848271369934,,
